gene	score	logfoldchange	pval	pval_adj	pct_within	pct_outside	cluster
Tmbim6	2.939002	0.13453013	0.0032927093402822967	0.08499399954619098	0.4567627494456763	0.31690140845070425	Club cells
Ffar4	2.9288466	1.6498177	0.0034022216741593043	0.0875066395833836	0.10643015521064302	0.02281077770973668	Club cells
Runx1	2.9283032	0.50628644	0.003408173843142812	0.0875066395833836	0.15077605321507762	0.062461726883037354	Club cells
Hadh	2.928074	0.6544506	0.0034106898263232834	0.0875066395833836	0.14412416851441243	0.05679730557256583	Club cells
Gsta2	2.912533	7.75684	0.003585103124596991	0.09129093677183238	0.082039911308204	0.00015309246785058175	Club cells
Spef2	2.9050221	1.7034922	0.0036722707499065375	0.09323059827494756	0.10864745011086474	0.0260257195345989	Club cells
Rsph9	2.901158	1.7181324	0.003717862571577003	0.09417887217028945	0.11086474501108648	0.028475199020208206	Club cells
Kitl	2.8996003	0.21381797	0.0037363868496589703	0.09443425422260279	0.1197339246119734	0.03444580526638089	Club cells
Slc23a2	2.8986344	1.7632217	0.003747916881142483	0.09458470593347525	0.11086474501108648	0.028628291488058788	Club cells
Anapc13	2.8965092	0.2603697	0.003773396867971629	0.09508623697463724	0.22172949002217296	0.12568891610532762	Club cells
Rabl2	2.895048	1.8390281	0.003791005573041746	0.09538822479705486	0.10643015521064302	0.024341702388242497	Club cells
Rnf186	2.8903265	1.4043531	0.003848418153199182	0.09626153902670342	0.11086474501108648	0.02801592161665646	Club cells
Lrrc6	2.884301	2.0180275	0.0039228359897576495	0.09793572186815193	0.09977827050997783	0.018064911206368647	Club cells
Ccdc30	2.8737833	1.9343318	0.004055869682554276	0.10070789743255924	0.10421286031042129	0.02296387017758726	Club cells
Gm5918	2.871441	1.5515907	0.0040860526715140195	0.10107155789578644	0.11086474501108648	0.02893447642375995	Club cells
Mns1	2.8685548	1.3000747	0.004123517072632242	0.10179144983227104	0.11751662971175167	0.035211267605633804	Club cells
Rnh1	2.8387167	0.5366359	0.004529533383947145	0.11132805312805745	0.17738359201773837	0.09093692590324556	Club cells
1700016K19Rik	2.8324618	0.9762774	0.004619108019957125	0.11323819550195068	0.12416851441241686	0.04179424372320882	Club cells
Scnn1g	2.8319547	4.099184	0.0046264406686930696	0.11323819550195068	0.082039911308204	0.0022963870177587263	Club cells
Il13ra1	2.8062465	1.1865374	0.0050122348242687955	0.12143212912110643	0.11086474501108648	0.030006123698714023	Club cells
Cdc14a	2.8043144	1.3466403	0.005042371556850387	0.12181421543109076	0.11751662971175167	0.037507654623392526	Club cells
Zfp36l1	2.8030102	-0.02831303	0.00506280636008987	0.12213390193565306	0.29046563192904656	0.18325168401714637	Club cells
Hspe1	2.8023944	0.07517579	0.005072482127242761	0.12219350056237215	0.23503325942350334	0.13717085119412126	Club cells
Ckmt1	2.7990737	1.7429248	0.005124944046985245	0.1232821646706706	0.0975609756097561	0.017911818738518066	Club cells
Dpy30	2.7870226	0.85789704	0.005319477554440009	0.1274195195561414	0.1419068736141907	0.06016533986527863	Club cells
Tekt1	2.7753458	1.6071008	0.005514304749580287	0.13189999188735133	0.10643015521064302	0.027403551745254134	Club cells
Lpar3	2.7715905	3.73262	0.005578318839129918	0.13324325238423138	0.082039911308204	0.003980404164115126	Club cells
Vimp	2.7682576	0.20203176	0.005635689524743651	0.13436485527380918	0.2771618625277162	0.17881200244947948	Club cells
Mrps6	2.7630048	1.409362	0.005727191869634351	0.13550877466053576	0.1197339246119734	0.041181873851806494	Club cells
Tctex1d4	2.7542262	1.375518	0.005883110918839185	0.1387645035780163	0.10864745011086474	0.02985303123086344	Club cells
Msi2	2.7440708	0.26108718	0.006068244966525563	0.14233937259655188	0.15077605321507762	0.06674831598285365	Club cells
Pgap2	2.7404604	1.1059431	0.006135319595909461	0.14348663152791385	0.1130820399113082	0.03398652786282915	Club cells
Gclm	2.7404604	1.664671	0.006135319595909461	0.14348663152791385	0.10199556541019955	0.023882424984690752	Club cells
Ces1f	2.7331426	6.230502	0.006273315252053676	0.14613894692249768	0.07760532150776053	0.0007654623392529087	Club cells
Ifrd1	2.7268999	0.72680914	0.006393245985937887	0.1485247379116721	0.1197339246119734	0.039957134109001834	Club cells
Net1	2.722915	0.3651184	0.006470872250937892	0.149917380469475	0.1662971175166297	0.0822106552357624	Club cells
Smco4	2.7211037	1.4668536	0.006506436392307244	0.15033059233942583	0.09977827050997783	0.02204531537048377	Club cells
Gmnn	2.7177346	1.4276541	0.006573053642215896	0.15140067664398202	0.0975609756097561	0.019748928352725046	Club cells
Acss2	2.7174087	2.108907	0.006579532913887302	0.15140067664398202	0.08869179600886919	0.011635027556644213	Club cells
Ppil6	2.713653	1.7405989	0.006654579689740904	0.15271314879339107	0.09977827050997783	0.0226576852418861	Club cells
Map1b	2.7114556	1.4793237	0.006698853858371859	0.15331425449949845	0.10421286031042129	0.026791181873851808	Club cells
Ccdc108	2.6960354	2.0208225	0.007017022218276484	0.1593061309233613	0.09534368070953436	0.018983466013472138	Club cells
Nme5	2.6888144	1.0948968	0.007170629235536431	0.1625758037506181	0.1130820399113082	0.03551745254133497	Club cells
Eno4	2.6847692	2.1527905	0.007257992844721924	0.16411773420485215	0.09534368070953436	0.019595835884874464	Club cells
Hdlbp	2.6810741	0.51687014	0.007338627088216081	0.1652799160545239	0.15521064301552107	0.07394366197183098	Club cells
4833427G06Rik	2.6791782	1.4500933	0.0073803094276361815	0.16580228410075787	0.09977827050997783	0.023270055113288425	Club cells
Fam174b	2.6723678	2.61146	0.007531804702014456	0.1687646797086716	0.08425720620842572	0.00872627066748316	Club cells
Uqcr11	2.6723075	0.12943359	0.007533160123796473	0.1687646797086716	0.2838137472283814	0.18524188609920392	Club cells
Ccdc78	2.6582277	1.8353614	0.007855281425661297	0.1755174146215941	0.0975609756097561	0.022351500306184935	Club cells
Pon3	2.6512723	0.35689765	0.008018916710596544	0.17800105823953769	0.1729490022172949	0.08971218616044091	Club cells
Lrrc48	2.6462731	1.6136457	0.008138407912059583	0.18041733304656007	0.10421286031042129	0.02893447642375995	Club cells
Uqcrb	2.6425178	0.07672784	0.008229216312559079	0.18219227081552142	0.29490022172949004	0.19243723208818125	Club cells
Adh7	2.636323	5.6553855	0.008380989053968736	0.18520388684813854	0.07538802660753881	0.001224739742804654	Club cells
Larp4b	2.635635	0.7089205	0.008398006308521642	0.18520388684813854	0.13082039911308205	0.05312308634415187	Club cells
Ltf	2.6222434	3.0613203	0.008735304300670692	0.1918765804132947	0.07760532150776053	0.003674219228413962	Club cells
Emb	2.6206493	0.12998654	0.00877624730596894	0.19229506209551325	0.23725055432372505	0.1468156766687079	Club cells
Fam129b	2.6181738	0.9955109	0.008840173018178278	0.19344579898746508	0.1197339246119734	0.0436313533374158	Club cells
Ift43	2.6153	0.97352874	0.008914910771860142	0.19457911425994354	0.1197339246119734	0.04409063074096754	Club cells
Kcnk1	2.614781	1.1436442	0.008928473845404752	0.19462466316737687	0.10643015521064302	0.031077770973668095	Club cells
Rpp21	2.6125226	0.41247243	0.008987672038765805	0.19541273090439654	0.13968957871396895	0.06093080220453154	Club cells
Ift88	2.6075115	1.6403366	0.009120301455255794	0.19703336608876817	0.09534368070953436	0.02112676056338028	Club cells
Phf17	2.604396	1.4712259	0.009203633513708575	0.19807667609008087	0.09534368070953436	0.0209736680955297	Club cells
Fkbp4	2.5977788	0.48298225	0.009382891641022063	0.20066136108460675	0.17516629711751663	0.09507042253521127	Club cells
Clic6	2.5967524	1.7319684	0.009410973565738685	0.20100843917048156	0.09534368070953436	0.021586037966932026	Club cells
Dnaja2	2.5895917	0.27516693	0.009608981048139387	0.20446513123638127	0.16851441241685144	0.08680342927127985	Club cells
Appl2	2.5831678	1.1277045	0.009789772128442219	0.2075309319078145	0.11751662971175167	0.04317207593386405	Club cells
Ccdc37	2.576949	1.3988922	0.009967667297280844	0.2102171670259637	0.10199556541019955	0.028475199020208206	Club cells
Gpx8	2.57358	0.8649344	0.010065239230336245	0.2117821242025712	0.1352549889135255	0.06031843233312921	Club cells
Ptplb	2.5707543	0.80291224	0.010147728647811442	0.21288179683034242	0.1130820399113082	0.037966932026944275	Club cells
Wdr63	2.5706093	1.9120039	0.010151975053544048	0.21288179683034242	0.09090909090909091	0.018064911206368647	Club cells
AK129341	2.562676	1.6484455	0.010386893924213653	0.2172026313942532	0.09534368070953436	0.022504592774035517	Club cells
Atp6v1d	2.5604541	0.18184459	0.010453546792896071	0.2183272168235523	0.1662971175166297	0.08496631965707287	Club cells
Dusp14	2.5585825	2.0635467	0.010509989603607942	0.21869805360440137	0.09090909090909091	0.018524188609920392	Club cells
Prss8	2.5559983	0.9541626	0.01058836259695944	0.2197895242127725	0.11529933481152993	0.04102878138395591	Club cells
Mecom	2.5482821	1.2343963	0.010825485130399621	0.22388951503225266	0.1130820399113082	0.04011022657685242	Club cells
Slc26a2	2.5433555	1.2649723	0.010979345385010721	0.22651912212213723	0.10421286031042129	0.03138395590936926	Club cells
Ergic3	2.5419185	0.61276263	0.011024585822159443	0.22717612510085297	0.13968957871396895	0.06414574402939376	Club cells
Sec14l1	2.5323067	0.77243376	0.011331484867786443	0.2320901592666549	0.12195121951219512	0.04791794243723209	Club cells
Ttc21a	2.5293844	2.644592	0.011426280089939848	0.2337494379315921	0.08425720620842572	0.01301285976729945	Club cells
Lrrc34	2.5225377	2.376742	0.011651144822348745	0.23720500005067513	0.08647450110864745	0.015309246785058175	Club cells
Spag17	2.5182753	1.5921123	0.011793114951257438	0.2398074777678356	0.09977827050997783	0.028322106552357625	Club cells
Enah	2.5048232	2.6642768	0.012251258045035107	0.24793446919540618	0.07760532150776053	0.006889161053276179	Club cells
Vmp1	2.4971073	0.45302773	0.012521109812340987	0.2521918067784926	0.1419068736141907	0.06628903857930189	Club cells
Agr3	2.491613	1.7282783	0.012716452775584045	0.25551933959849504	0.09312638580931264	0.022504592774035517	Club cells
Gm867	2.4901638	2.0034034	0.012768419235622957	0.25606335895308474	0.09090909090909091	0.020514390691977955	Club cells
Wdr78	2.4899585	2.0150318	0.012775796328773223	0.25606335895308474	0.09090909090909091	0.020514390691977955	Club cells
Tacstd2	2.4884372	1.9648353	0.012830591289724523	0.2565966953802337	0.08647450110864745	0.015921616656460504	Club cells
Vamp5	2.4877248	0.9127664	0.01285632065868605	0.25680841230937185	0.10864745011086474	0.03643600734843846	Club cells
2310030G06Rik	2.4870243	1.7490253	0.01288165842452813	0.2570118179077324	0.09534368070953436	0.024800979791794242	Club cells
Arid5b	2.469781	0.65834874	0.013519584907272274	0.2687909032150416	0.12638580931263857	0.05388854868340478	Club cells
Arl4a	2.467861	1.2483954	0.01359231357727106	0.26992042852100695	0.09977827050997783	0.029087568891610533	Club cells
Fgfbp1	2.457754	1.609657	0.013980895671363389	0.2763426686371232	0.09534368070953436	0.025413349663196572	Club cells
1110032A03Rik	2.4572468	1.3145298	0.014000650239151702	0.27641097486120336	0.10643015521064302	0.03628291488058787	Club cells
Osgin1	2.454735	2.1849954	0.014098845967110397	0.2775344357039616	0.082039911308204	0.012553582363747704	Club cells
Ift57	2.4544332	1.6856297	0.014110689158985584	0.2775344357039616	0.09312638580931264	0.02357624004898959	Club cells
Csrp2	2.4541192	1.3124042	0.01412301539079656	0.2775344357039616	0.10421286031042129	0.03413962033067973	Club cells
Nek5	2.4506054	1.3908519	0.014261624032179095	0.2797415996610733	0.09534368070953436	0.025413349663196572	Club cells
Ndufa12	2.4504364	0.37391743	0.01426832264324715	0.2797415996610733	0.1662971175166297	0.09001837109614207	Club cells
Clip1	2.4500015	0.578156	0.014285560390145783	0.2797561416356609	0.13968957871396895	0.06674831598285365	Club cells
0610011F06Rik	2.4462945	0.8596546	0.014433307963842202	0.2819982370493086	0.1130820399113082	0.042100428658909984	Club cells
Fam154b	2.4342554	1.6127775	0.014922462662478372	0.2892229077633951	0.09090909090909091	0.021739130434782608	Club cells
Cd14	2.431502	0.35518658	0.015036356466623164	0.2904345891998431	0.11529933481152993	0.043018983466013475	Club cells
Mdh1	2.4267566	0.15157586	0.015234471580123391	0.2935925040083098	0.21286031042128603	0.1308940600122474	Club cells
Smim5	2.415092	1.6012198	0.015731239590824286	0.3017942219692184	0.09312638580931264	0.02449479485609308	Club cells
Mycbpap	2.4119885	2.4883494	0.015865779205558247	0.30368820490639087	0.082039911308204	0.014084507042253521	Club cells
Map7	2.4111795	1.341505	0.015901019595306744	0.30401960689606206	0.09977827050997783	0.030771586037966932	Club cells
Cep290	2.395071	1.3014365	0.016617142731927412	0.31557684612626763	0.09534368070953436	0.026791181873851808	Club cells
B9d1	2.3873913	1.8498152	0.01696842350708623	0.321887577468317	0.09090909090909091	0.023423147581139007	Club cells
Elf3	2.3847709	1.7062762	0.017089761041674152	0.32382710335838205	0.08869179600886919	0.0209736680955297	Club cells
Wbp5	2.3838048	-0.08916766	0.01713468545560049	0.32431599401956335	0.2727272727272727	0.1785058175137783	Club cells
Ptpn13	2.380786	1.7814432	0.01727574269815247	0.32651433938439256	0.082039911308204	0.014390691977954685	Club cells
BC005624	2.3784554	0.6188826	0.017385334505541184	0.32796205548328466	0.13747228381374724	0.06720759338640539	Club cells
Ctxn1	2.3733478	1.6915416	0.017627662447659103	0.33045838866484795	0.08869179600886919	0.021432945499081445	Club cells
Gm1673	2.3733356	1.7463063	0.01762823881714642	0.33045838866484795	0.09090909090909091	0.02372933251684017	Club cells
Psmd14	2.3732028	0.47315598	0.017634579971795943	0.33045838866484795	0.13303769401330376	0.06184935701163503	Club cells
Stk33	2.371621	1.3246838	0.017710251179838318	0.33061040565542205	0.09977827050997783	0.03214941824862217	Club cells
Acsl3	2.366513	1.5549139	0.017956540490712648	0.33427548867398	0.09312638580931264	0.025872627066748317	Club cells
Dmkn	2.365378	1.1189481	0.01801167714990919	0.33456739625992327	0.10199556541019955	0.03413962033067973	Club cells
Acot13	2.3634098	0.8383033	0.018107638038639944	0.33565843167430454	0.1286031042128603	0.06016533986527863	Club cells
Eny2	2.3599803	0.20541686	0.01827590363835301	0.3383635914878042	0.1352549889135255	0.0629210042865891	Club cells
Rasl11a	2.355114	1.0242329	0.01851702385500147	0.34096656629421274	0.0975609756097561	0.029546846295162278	Club cells
Ahsa1	2.3539186	0.58984417	0.018576681098776963	0.3416940724014734	0.13303769401330376	0.06322718922229026	Club cells
Etf1	2.3531818	0.5164183	0.018613523282069312	0.34200080318593007	0.13747228381374724	0.06690140845070422	Club cells
Ppp1r36	2.3512862	1.7755567	0.018708640773603232	0.34300195820143525	0.09090909090909091	0.02449479485609308	Club cells
1700007G11Rik	2.3465405	1.6541209	0.01894860402700524	0.34590890817436154	0.08869179600886919	0.02204531537048377	Club cells
Scnn1a	2.3438962	0.50292903	0.019083488341571295	0.3479966438545243	0.14412416851441243	0.0737905695039804	Club cells
Gstt3	2.3418434	1.0041883	0.01918877102812686	0.34954067439957404	0.10199556541019955	0.034292712798530314	Club cells
Acat1	2.3403096	0.36196873	0.019267754361662632	0.3506028392912409	0.15299334811529933	0.08098591549295775	Club cells
Akip1	2.3382206	1.233052	0.019375802891511286	0.35219104098300097	0.09090909090909091	0.023882424984690752	Club cells
Minos1	2.3340185	-0.09130581	0.01959475374624426	0.3557895383110882	0.270509977827051	0.1777403551745254	Club cells
Akap14	2.3332095	1.59935	0.019637155281386487	0.35617809242463466	0.08647450110864745	0.02020820575627679	Club cells
Lca5	2.330879	2.0694602	0.019759745233484286	0.3580187173233547	0.08425720620842572	0.018524188609920392	Club cells
Cdhr4	2.3183448	1.544012	0.020430590609305438	0.36742564808399886	0.08869179600886919	0.0226576852418861	Club cells
Cdh1	2.3123555	0.35362267	0.0207581037842732	0.37234640646181677	0.17738359201773837	0.1048683404776485	Club cells
Cltb	2.311027	0.55005383	0.020831354737033007	0.3728599911002886	0.11751662971175167	0.04898958971218616	Club cells
Commd2	2.308431	0.78507656	0.02097517782181519	0.37404630986347404	0.10864745011086474	0.04133496631965707	Club cells
Eif4a2	2.2953053	0.12754333	0.021715642818287185	0.3849945730424303	0.2328159645232816	0.15232700551132886	Club cells
D430036J16Rik	2.295136	1.9702147	0.021725326163193927	0.3849945730424303	0.08425720620842572	0.019442743417023883	Club cells
Parm1	2.2934215	4.4191093	0.021823755509545892	0.3863351458104267	0.06651884700665188	0.001990202082057563	Club cells
Gtl3	2.286599	0.8031721	0.022219247149946202	0.39170084450721165	0.12195121951219512	0.055419473361910596	Club cells
Efcab1	2.2568696	1.6564138	0.02401622808533448	0.41730656977375763	0.08425720620842572	0.02020820575627679	Club cells
Ptges3	2.2520516	0.23072787	0.024319017679360008	0.42213533349464316	0.17516629711751663	0.10257195345988977	Club cells
P2rx4	2.2495277	0.77090347	0.024478938248210853	0.4236636430607801	0.10421286031042129	0.038885486834047765	Club cells
Nop10	2.2494795	-0.013786275	0.02448200779524527	0.4236636430607801	0.2394678492239468	0.15630740967544396	Club cells
Ccdc88c	2.243937	1.3466258	0.024836460686867574	0.4293593647182336	0.08425720620842572	0.02020820575627679	Club cells
Serpine2	2.2427776	0.7494102	0.02491115405690964	0.4301778119216638	0.1130820399113082	0.047611757501530926	Club cells
Adgb	2.2353756	1.9566619	0.025392704487203373	0.4363068646387862	0.07982261640798226	0.01653398652786283	Club cells
Metap2	2.23383	0.074141294	0.02549426704082558	0.4376085776774909	0.1973392461197339	0.120789957134109	Club cells
Med31	2.2292292	1.3145132	0.025798657015244645	0.44193881244599387	0.09090909090909091	0.027250459277403553	Club cells
